2026-03-04 15:08:33.572994 | 20260304_150833 |  MOVE  | C:\Users\vivek\Downloads\10th mark sheet.pdf -> C:\Users\vivek\Downloads\articles\10th mark sheet.pdf
2026-03-04 15:10:46.436129 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\articles\ICICT 2026 PPT Formate.pptx -> C:\Users\vivek\Downloads\ICICT 2026 PPT Formate.pptx
2026-03-04 15:10:46.439097 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\images\high_level_activity.png -> C:\Users\vivek\Downloads\high_level_activity.png
2026-03-04 15:10:46.441102 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\others\heart_disease_uci.csv -> C:\Users\vivek\Downloads\heart_disease_uci.csv
2026-03-04 15:10:46.443098 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\others\Heart_Disease_Training_Dataset.csv -> C:\Users\vivek\Downloads\Heart_Disease_Training_Dataset.csv
2026-03-04 15:10:46.445091 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\others\heart_disease_titan_ready.csv -> C:\Users\vivek\Downloads\heart_disease_titan_ready.csv
2026-03-04 15:10:46.447099 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\others\heart_Disease_Testing_Dataset.csv -> C:\Users\vivek\Downloads\heart_Disease_Testing_Dataset.csv
2026-03-04 15:10:46.449106 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\others\heart_disease_model_ready.csv -> C:\Users\vivek\Downloads\heart_disease_model_ready.csv
2026-03-04 15:10:46.451106 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\others\heart_disease_million_rows.csv -> C:\Users\vivek\Downloads\heart_disease_million_rows.csv
2026-03-04 15:10:46.453112 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\others\Heart_Disease_Dataset.csv -> C:\Users\vivek\Downloads\Heart_Disease_Dataset.csv
2026-03-04 15:10:46.456149 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\others\heart_disease_cleaned_unique.csv -> C:\Users\vivek\Downloads\heart_disease_cleaned_unique.csv
2026-03-04 15:10:46.458132 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\others\heart_disease_cleaned.csv -> C:\Users\vivek\Downloads\heart_disease_cleaned.csv
2026-03-04 15:10:46.461096 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\others\heart_disease.csv -> C:\Users\vivek\Downloads\heart_disease.csv
2026-03-04 15:10:46.463098 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\others\heart_2022_no_nans - heart_2022_no_nans.csv -> C:\Users\vivek\Downloads\heart_2022_no_nans - heart_2022_no_nans.csv
2026-03-04 15:10:46.465091 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\archives\heart+disease.zip -> C:\Users\vivek\Downloads\heart+disease.zip
2026-03-04 15:10:46.467091 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\others\heart (3).csv -> C:\Users\vivek\Downloads\heart (3).csv
2026-03-04 15:10:46.469104 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\others\heart (2).csv -> C:\Users\vivek\Downloads\heart (2).csv
2026-03-04 15:10:46.471090 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\others\heart (1).csv -> C:\Users\vivek\Downloads\heart (1).csv
2026-03-04 15:10:46.473089 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\archives\harvard.wav.zip -> C:\Users\vivek\Downloads\harvard.wav.zip
2026-03-04 15:10:46.476090 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\images\Graduation.jpg -> C:\Users\vivek\Downloads\Graduation.jpg
2026-03-04 15:10:46.478105 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\others\gmail_auth.json -> C:\Users\vivek\Downloads\gmail_auth.json
2026-03-04 15:10:46.481088 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\images\gantt_chart1.png -> C:\Users\vivek\Downloads\gantt_chart1.png
2026-03-04 15:10:46.483090 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\images\gantt_chart.png -> C:\Users\vivek\Downloads\gantt_chart.png
2026-03-04 15:10:46.485089 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\images\gantt c hart.png -> C:\Users\vivek\Downloads\gantt c hart.png
2026-03-04 15:10:46.487090 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\images\flow_of_project.png -> C:\Users\vivek\Downloads\flow_of_project.png
2026-03-04 15:10:46.489089 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\images\flow of project.png -> C:\Users\vivek\Downloads\flow of project.png
2026-03-04 15:10:46.491091 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\images\final_gantt_chart.png -> C:\Users\vivek\Downloads\final_gantt_chart.png
2026-03-04 15:10:46.493088 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\articles\EKSHETRA S2 NEW.pdf -> C:\Users\vivek\Downloads\EKSHETRA S2 NEW.pdf
2026-03-04 15:10:46.495088 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\email\EH_JOURNAL_YASIN.pdf -> C:\Users\vivek\Downloads\EH_JOURNAL_YASIN.pdf
2026-03-04 15:10:46.497090 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\articles\EH_JOURNAL_YASIN.docx -> C:\Users\vivek\Downloads\EH_JOURNAL_YASIN.docx
2026-03-04 15:10:46.500090 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\articles\Efficient_Prediction_of_Cardiovascular_Disease_Using_Machine_Learning_Algorithms_With_Relief_and_LASSO_Feature_Selection_Techniques.pdf -> C:\Users\vivek\Downloads\Efficient_Prediction_of_Cardiovascular_Disease_Using_Machine_Learning_Algorithms_With_Relief_and_LASSO_Feature_Selection_Techniques.pdf
2026-03-04 15:10:46.502096 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\code\DS PRACTICALSdone.pdf -> C:\Users\vivek\Downloads\DS PRACTICALSdone.pdf
2026-03-04 15:10:46.505096 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\articles\DS PRACTICALSdone.docx -> C:\Users\vivek\Downloads\DS PRACTICALSdone.docx
2026-03-04 15:10:46.507090 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\articles\download.pdf -> C:\Users\vivek\Downloads\download.pdf
2026-03-04 15:10:46.510091 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\images\dfd1.png -> C:\Users\vivek\Downloads\dfd1.png
2026-03-04 15:10:46.512110 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\images\dfd0.png -> C:\Users\vivek\Downloads\dfd0.png
2026-03-04 15:10:46.515091 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\images\dfd level 1.png -> C:\Users\vivek\Downloads\dfd level 1.png
2026-03-04 15:10:46.517111 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\others\dataset.csv -> C:\Users\vivek\Downloads\dataset.csv
2026-03-04 15:10:46.520099 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\legal\CRM-Deepak_Vishwakarma.pdf -> C:\Users\vivek\Downloads\CRM-Deepak_Vishwakarma.pdf
2026-03-04 15:10:46.522104 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\legal\CPMppt.pptx_20260212_092133_0000.pdf -> C:\Users\vivek\Downloads\CPMppt.pptx_20260212_092133_0000.pdf
2026-03-04 15:10:46.524106 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\others\Conference-template-A4.doc -> C:\Users\vivek\Downloads\Conference-template-A4.doc
2026-03-04 15:10:46.527105 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\others\client_secret_1092791614836-c2178evqdouur3baet76hbtlvedrc2uf.apps.googleusercontent.com.json -> C:\Users\vivek\Downloads\client_secret_1092791614836-c2178evqdouur3baet76hbtlvedrc2uf.apps.googleusercontent.com.json
2026-03-04 15:10:46.529102 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\others\client_secret_1092791614836-4l8bpbfjthm0sp0hvg6tjbk4uor163uo.apps.googleusercontent.com.json -> C:\Users\vivek\Downloads\client_secret_1092791614836-4l8bpbfjthm0sp0hvg6tjbk4uor163uo.apps.googleusercontent.com.json
2026-03-04 15:10:46.531106 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\images\ChatGPT Image Dec 30, 2025, 03_14_50 PM.png -> C:\Users\vivek\Downloads\ChatGPT Image Dec 30, 2025, 03_14_50 PM.png
2026-03-04 15:10:46.534091 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\articles\cc_full_journal.pdf -> C:\Users\vivek\Downloads\cc_full_journal.pdf
2026-03-04 15:10:46.536091 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\email\cc_full_journal.docx -> C:\Users\vivek\Downloads\cc_full_journal.docx
2026-03-04 15:10:46.538091 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\others\Cardiovascular_Disease_Dataset.csv -> C:\Users\vivek\Downloads\Cardiovascular_Disease_Dataset.csv
2026-03-04 15:10:46.540091 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\email\Blockchain_output.pdf -> C:\Users\vivek\Downloads\Blockchain_output.pdf
2026-03-04 15:10:46.543091 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\others\best_titan_mag_model.pth -> C:\Users\vivek\Downloads\best_titan_mag_model.pth
2026-03-04 15:10:46.546090 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\articles\API.docx -> C:\Users\vivek\Downloads\API.docx
2026-03-04 15:10:46.547091 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\installers\Antigravity.exe -> C:\Users\vivek\Downloads\Antigravity.exe
2026-03-04 15:10:46.551875 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\images\activity1.png -> C:\Users\vivek\Downloads\activity1.png
2026-03-04 15:10:46.554876 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\images\activity.png -> C:\Users\vivek\Downloads\activity.png
2026-03-04 15:10:46.556875 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\installers\591.74-notebook-win10-win11-64bit-international-nsd-dch-whql.exe -> C:\Users\vivek\Downloads\591.74-notebook-win10-win11-64bit-international-nsd-dch-whql.exe
2026-03-04 15:10:46.558877 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\articles\2501.00663v1.pdf -> C:\Users\vivek\Downloads\2501.00663v1.pdf
2026-03-04 15:10:46.560876 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\articles\211696_Limits_Sol.pdf -> C:\Users\vivek\Downloads\211696_Limits_Sol.pdf
2026-03-04 15:10:46.562861 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\blog\211696_Limits_Paper.pdf -> C:\Users\vivek\Downloads\211696_Limits_Paper.pdf
2026-03-04 15:10:46.564876 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\images\10th.jpg -> C:\Users\vivek\Downloads\10th.jpg
2026-03-04 15:10:46.570152 |  20260304_150833  |  REMOVED  | C:\Users\vivek\Downloads\articles\10th mark sheet.pdf -> C:\Users\vivek\Downloads\10th mark sheet.pdf
